Installment,Region,Channel,Edition,Platform,ReleaseYear,ReleaseMonth,RelativeWeek,GameType,ReservesLevel
RPG 3,CAN,Digital,Gold,PS3,2009,10,3,NonCasual,62
RPG 3,CAN,Digital,Gold,PS3,2009,10,4,NonCasual,31
RPG 3,CAN,Digital,Standard,PS3,2009,10,0,NonCasual,616
RPG 3,CAN,Digital,Standard,PS3,2009,10,1,NonCasual,616
RPG 3,CAN,Digital,Standard,PS3,2009,10,2,NonCasual,377
RPG 3,CAN,Digital,Standard,PS3,2009,10,3,NonCasual,237
RPG 3,CAN,Digital,Standard,PS3,2009,10,4,NonCasual,97
RPG 3,CAN,Digital,Standard,PC,2009,11,0,NonCasual,1073
RPG 3,CAN,Digital,Standard,PC,2009,11,1,NonCasual,1073
RPG 3,CAN,Digital,Standard,PC,2009,11,2,NonCasual,492
RPG 3,CAN,Retail,Collector,PS3,2009,10,0,NonCasual,10551
RPG 3,CAN,Retail,Collector,PS3,2009,10,1,NonCasual,17580
RPG 3,CAN,Retail,Collector,PS3,2009,10,2,NonCasual,16940
RPG 3,CAN,Retail,Collector,PS3,2009,10,3,NonCasual,16612
RPG 3,CAN,Retail,Collector,PS3,2009,10,4,NonCasual,14958
RPG 3,CAN,Retail,Collector,PS3,2009,10,5,NonCasual,14802
RPG 3,CAN,Retail,Collector,PS3,2009,10,6,NonCasual,14494
RPG 3,CAN,Retail,Collector,PS3,2009,10,7,NonCasual,13983
RPG 3,CAN,Retail,Collector,PS3,2009,10,8,NonCasual,13429
RPG 3,CAN,Retail,Collector,PS3,2009,10,9,NonCasual,12683
RPG 3,CAN,Retail,Collector,PS3,2009,10,10,NonCasual,12278
RPG 3,CAN,Retail,Collector,PS3,2009,10,11,NonCasual,11827
RPG 3,CAN,Retail,Collector,PS3,2009,10,12,NonCasual,11297
RPG 3,CAN,Retail,Collector,PS3,2009,10,13,NonCasual,10762
RPG 3,CAN,Retail,Collector,PS3,2009,10,14,NonCasual,10221
RPG 3,CAN,Retail,Collector,PS3,2009,10,15,NonCasual,9676
RPG 3,CAN,Retail,Collector,PS3,2009,10,16,NonCasual,9020
RPG 3,CAN,Retail,Collector,PS3,2009,10,17,NonCasual,8184
RPG 3,CAN,Retail,Collector,PS3,2009,10,18,NonCasual,7341
RPG 3,CAN,Retail,Collector,PS3,2009,10,19,NonCasual,6952
RPG 3,CAN,Retail,Collector,PS3,2009,10,20,NonCasual,6593
RPG 3,CAN,Retail,Collector,PS3,2009,10,21,NonCasual,6081
RPG 3,CAN,Retail,Collector,PS3,2009,10,22,NonCasual,2800
RPG 3,CAN,Retail,Collector,PS3,2009,10,23,NonCasual,2607
RPG 3,CAN,Retail,Collector,PS3,2009,10,24,NonCasual,2426
RPG 3,CAN,Retail,Collector,PS3,2009,10,25,NonCasual,2138
RPG 3,CAN,Retail,Collector,PS3,2009,10,26,NonCasual,1942
RPG 3,CAN,Retail,Collector,PS3,2009,10,27,NonCasual,1713
RPG 3,CAN,Retail,Collector,PS3,2009,10,28,NonCasual,1408
RPG 3,CAN,Retail,Collector,PS3,2009,10,29,NonCasual,1043
RPG 3,CAN,Retail,Collector,PS3,2009,10,30,NonCasual,629
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,0,NonCasual,9989
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,1,NonCasual,9989
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,2,NonCasual,9849
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,3,NonCasual,9457
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,4,NonCasual,9174
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,5,NonCasual,8685
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,6,NonCasual,8518
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,7,NonCasual,8188
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,8,NonCasual,7905
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,9,NonCasual,7569
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,10,NonCasual,7280
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,11,NonCasual,7008
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,12,NonCasual,6705
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,13,NonCasual,6389
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,14,NonCasual,6070
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,15,NonCasual,5763
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,16,NonCasual,5385
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,17,NonCasual,4880
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,18,NonCasual,4475
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,19,NonCasual,4230
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,20,NonCasual,3985
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,21,NonCasual,3711
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,22,NonCasual,3392
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,23,NonCasual,3148
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,24,NonCasual,2861
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,25,NonCasual,2512
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,26,NonCasual,2253
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,27,NonCasual,1995
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,28,NonCasual,1647
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,29,NonCasual,1168
RPG 3,CAN,Retail,Collector,XBOX360,2009,10,30,NonCasual,735
RPG 3,CAN,Retail,Standard,Wii U,2009,11,0,NonCasual,406
RPG 3,CAN,Retail,Standard,Wii U,2009,11,3,NonCasual,406
RPG 3,CAN,Retail,Standard,Wii U,2009,11,4,NonCasual,369
RPG 3,CAN,Retail,Standard,Wii U,2009,11,5,NonCasual,332
RPG 3,CAN,Retail,Standard,Wii U,2009,11,6,NonCasual,283
RPG 3,CAN,Retail,Standard,Wii U,2009,11,7,NonCasual,182
RPG 3,CAN,Retail,Standard,Wii U,2009,11,8,NonCasual,188
RPG 3,CAN,Retail,Standard,Wii U,2009,11,9,NonCasual,129
RPG 3,CAN,Retail,Standard,Wii U,2009,11,10,NonCasual,55
RPG 3,CAN,Retail,Standard,Wii U,2009,11,11,NonCasual,28
RPG 3,CAN,Retail,Standard,Wii U,2009,11,12,NonCasual,29
RPG 3,CAN,Retail,Standard,Wii U,2009,11,13,NonCasual,26
RPG 3,CAN,Retail,Standard,Wii U,2009,11,14,NonCasual,26
RPG 3,CAN,Retail,Standard,Wii U,2009,11,15,NonCasual,24
RPG 3,CAN,Retail,Standard,Wii U,2009,11,16,NonCasual,23
RPG 3,CAN,Retail,Standard,Wii U,2009,11,17,NonCasual,22
RPG 3,CAN,Retail,Standard,Wii U,2009,11,18,NonCasual,22
RPG 3,CAN,Retail,Standard,Wii U,2009,11,19,NonCasual,21
RPG 3,CAN,Retail,Standard,Wii U,2009,11,20,NonCasual,21
RPG 3,CAN,Retail,Standard,Wii U,2009,11,21,NonCasual,19
RPG 3,CAN,Retail,Standard,Wii U,2009,11,22,NonCasual,17
RPG 3,CAN,Retail,Standard,Wii U,2009,11,23,NonCasual,17
RPG 3,CAN,Retail,Standard,Wii U,2009,11,24,NonCasual,11
RPG 3,CAN,Retail,Standard,Wii U,2009,11,25,NonCasual,10
RPG 3,CAN,Retail,Standard,Wii U,2009,11,26,NonCasual,10
RPG 3,CAN,Retail,Standard,Wii U,2009,11,27,NonCasual,8
RPG 3,CAN,Retail,Standard,Wii U,2009,11,28,NonCasual,6
RPG 3,CAN,Retail,Standard,Wii U,2009,11,29,NonCasual,6
RPG 3,CAN,Retail,Standard,Wii U,2009,11,30,NonCasual,6
RPG 3,CAN,Retail,Standard,Wii U,2009,11,31,NonCasual,6
RPG 3,CAN,Retail,Standard,Wii U,2009,11,32,NonCasual,4
RPG 3,CAN,Retail,Standard,Wii U,2009,11,33,NonCasual,4
RPG 3,CAN,Retail,Standard,Wii U,2009,11,34,NonCasual,3
RPG 3,CAN,Retail,Standard,Wii U,2009,11,35,NonCasual,3
RPG 3,CAN,Retail,Standard,PS3,2009,10,0,NonCasual,35861
RPG 3,CAN,Retail,Standard,PS3,2009,10,1,NonCasual,35861
RPG 3,CAN,Retail,Standard,PS3,2009,10,2,NonCasual,29186
RPG 3,CAN,Retail,Standard,PS3,2009,10,3,NonCasual,26309
RPG 3,CAN,Retail,Standard,PS3,2009,10,4,NonCasual,23755
RPG 3,CAN,Retail,Standard,PS3,2009,10,5,NonCasual,20397
RPG 3,CAN,Retail,Standard,PS3,2009,10,6,NonCasual,21065
RPG 3,CAN,Retail,Standard,PS3,2009,10,7,NonCasual,20072
RPG 3,CAN,Retail,Standard,PS3,2009,10,8,NonCasual,18878
RPG 3,CAN,Retail,Standard,PS3,2009,10,9,NonCasual,15354
RPG 3,CAN,Retail,Standard,PS3,2009,10,10,NonCasual,17238
RPG 3,CAN,Retail,Standard,PS3,2009,10,11,NonCasual,15509
RPG 3,CAN,Retail,Standard,PS3,2009,10,12,NonCasual,14893
RPG 3,CAN,Retail,Standard,PS3,2009,10,13,NonCasual,14304
RPG 3,CAN,Retail,Standard,PS3,2009,10,14,NonCasual,15027
RPG 3,CAN,Retail,Standard,PS3,2009,10,15,NonCasual,14537
RPG 3,CAN,Retail,Standard,PS3,2009,10,16,NonCasual,14069
RPG 3,CAN,Retail,Standard,PS3,2009,10,17,NonCasual,13725
RPG 3,CAN,Retail,Standard,PS3,2009,10,18,NonCasual,13503
RPG 3,CAN,Retail,Standard,PS3,2009,10,19,NonCasual,11196
RPG 3,CAN,Retail,Standard,PS3,2009,10,20,NonCasual,12755
RPG 3,CAN,Retail,Standard,PS3,2009,10,21,NonCasual,11433
RPG 3,CAN,Retail,Standard,PS3,2009,10,22,NonCasual,10091
RPG 3,CAN,Retail,Standard,PS3,2009,10,23,NonCasual,10347
RPG 3,CAN,Retail,Standard,PS3,2009,10,24,NonCasual,10206
RPG 3,CAN,Retail,Standard,PS3,2009,10,25,NonCasual,10343
RPG 3,CAN,Retail,Standard,PS3,2009,10,26,NonCasual,10084
RPG 3,CAN,Retail,Standard,PS3,2009,10,27,NonCasual,9733
RPG 3,CAN,Retail,Standard,PS3,2009,10,28,NonCasual,9422
RPG 3,CAN,Retail,Standard,PS3,2009,10,29,NonCasual,9141
RPG 3,CAN,Retail,Standard,PS3,2009,10,30,NonCasual,8313
RPG 3,CAN,Retail,Standard,PS3,2009,10,31,NonCasual,8080
RPG 3,CAN,Retail,Standard,PS3,2009,10,32,NonCasual,6819
RPG 3,CAN,Retail,Standard,PS3,2009,10,33,NonCasual,5387
RPG 3,CAN,Retail,Standard,PS3,2009,10,34,NonCasual,3942
RPG 3,CAN,Retail,Standard,PS3,2009,10,35,NonCasual,677
RPG 3,CAN,Retail,Standard,PS3,2009,10,36,NonCasual,585
RPG 3,CAN,Retail,Standard,PS3,2009,10,37,NonCasual,540
RPG 3,CAN,Retail,Standard,PS3,2009,10,38,NonCasual,501
RPG 3,CAN,Retail,Standard,PS3,2009,10,39,NonCasual,476
RPG 3,CAN,Retail,Standard,PS3,2009,10,40,NonCasual,446
RPG 3,CAN,Retail,Standard,PS3,2009,10,41,NonCasual,431
RPG 3,CAN,Retail,Standard,PS3,2009,10,42,NonCasual,415
RPG 3,CAN,Retail,Standard,PS3,2009,10,43,NonCasual,389
RPG 3,CAN,Retail,Standard,PS3,2009,10,44,NonCasual,372
RPG 3,CAN,Retail,Standard,PS3,2009,10,45,NonCasual,369
RPG 3,CAN,Retail,Standard,PS3,2009,10,46,NonCasual,356
RPG 3,CAN,Retail,Standard,PS3,2009,10,47,NonCasual,347
RPG 3,CAN,Retail,Standard,PS3,2009,10,48,NonCasual,336
RPG 3,CAN,Retail,Standard,PS3,2009,10,49,NonCasual,327
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,0,NonCasual,39480
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,1,NonCasual,39480
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,2,NonCasual,32496
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,3,NonCasual,29598
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,4,NonCasual,27150
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,5,NonCasual,23825
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,6,NonCasual,24446
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,7,NonCasual,23280
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,8,NonCasual,22147
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,9,NonCasual,18355
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,10,NonCasual,20206
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,11,NonCasual,18282
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,12,NonCasual,17568
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,13,NonCasual,17032
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,14,NonCasual,17667
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,15,NonCasual,17113
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,16,NonCasual,16569
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,17,NonCasual,16187
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,18,NonCasual,15853
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,19,NonCasual,13471
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,20,NonCasual,14991
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,21,NonCasual,13500
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,22,NonCasual,12195
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,23,NonCasual,12404
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,24,NonCasual,12212
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,25,NonCasual,12322
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,26,NonCasual,11914
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,27,NonCasual,11521
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,28,NonCasual,11089
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,29,NonCasual,10779
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,30,NonCasual,9827
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,31,NonCasual,9557
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,32,NonCasual,8170
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,33,NonCasual,6575
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,34,NonCasual,5115
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,35,NonCasual,714
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,36,NonCasual,641
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,37,NonCasual,609
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,38,NonCasual,556
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,39,NonCasual,521
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,40,NonCasual,493
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,41,NonCasual,473
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,42,NonCasual,447
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,43,NonCasual,415
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,44,NonCasual,402
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,45,NonCasual,397
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,46,NonCasual,388
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,47,NonCasual,382
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,48,NonCasual,378
RPG 3,CAN,Retail,Standard,XBOX360,2009,10,49,NonCasual,375
RPG 3,CAN,Retail,Standard,PC,2009,11,0,NonCasual,1313
RPG 3,CAN,Retail,Standard,PC,2009,11,1,NonCasual,1068
RPG 3,CAN,Retail,Standard,PC,2009,11,2,NonCasual,1060
RPG 3,CAN,Retail,Standard,PC,2009,11,3,NonCasual,1249
RPG 3,CAN,Retail,Standard,PC,2009,11,4,NonCasual,1166
RPG 3,CAN,Retail,Standard,PC,2009,11,5,NonCasual,1045
RPG 3,CAN,Retail,Standard,PC,2009,11,6,NonCasual,956
RPG 3,CAN,Retail,Standard,PC,2009,11,7,NonCasual,851
RPG 3,CAN,Retail,Standard,PC,2009,11,8,NonCasual,735
RPG 3,CAN,Retail,Standard,PC,2009,11,9,NonCasual,777
RPG 3,CAN,Retail,Standard,PC,2009,11,10,NonCasual,738
RPG 3,CAN,Retail,Standard,PC,2009,11,11,NonCasual,699
RPG 3,CAN,Retail,Standard,PC,2009,11,12,NonCasual,536
RPG 3,CAN,Retail,Standard,PC,2009,11,13,NonCasual,631
RPG 3,CAN,Retail,Standard,PC,2009,11,14,NonCasual,558
RPG 3,CAN,Retail,Standard,PC,2009,11,15,NonCasual,527
RPG 3,CAN,Retail,Standard,PC,2009,11,16,NonCasual,515
RPG 3,CAN,Retail,Standard,PC,2009,11,17,NonCasual,537
RPG 3,CAN,Retail,Standard,PC,2009,11,18,NonCasual,509
RPG 3,CAN,Retail,Standard,PC,2009,11,19,NonCasual,490
RPG 3,CAN,Retail,Standard,PC,2009,11,20,NonCasual,474
RPG 3,CAN,Retail,Standard,PC,2009,11,21,NonCasual,452
RPG 3,CAN,Retail,Standard,PC,2009,11,22,NonCasual,377
RPG 3,CAN,Retail,Standard,PC,2009,11,23,NonCasual,400
RPG 3,CAN,Retail,Standard,PC,2009,11,24,NonCasual,341
RPG 3,CAN,Retail,Standard,PC,2009,11,25,NonCasual,267
RPG 3,CAN,Retail,Standard,PC,2009,11,26,NonCasual,264
RPG 3,CAN,Retail,Standard,PC,2009,11,27,NonCasual,252
RPG 3,CAN,Retail,Standard,PC,2009,11,28,NonCasual,223
RPG 3,CAN,Retail,Standard,PC,2009,11,29,NonCasual,207
RPG 3,CAN,Retail,Standard,PC,2009,11,30,NonCasual,191
RPG 3,CAN,Retail,Standard,PC,2009,11,31,NonCasual,173
RPG 3,CAN,Retail,Standard,PC,2009,11,32,NonCasual,153
RPG 3,CAN,Retail,Standard,PC,2009,11,33,NonCasual,130
RPG 3,CAN,Retail,Standard,PC,2009,11,34,NonCasual,102
RPG 3,CAN,Retail,Standard,PC,2009,11,35,NonCasual,65
RPG 3,CAN,Retail,Standard,PC,2009,11,36,NonCasual,37
RPG 3,BRA,Digital,Deluxe,PC,2009,11,0,NonCasual,669
RPG 3,BRA,Digital,Deluxe,PC,2009,11,1,NonCasual,669
RPG 3,BRA,Digital,Deluxe,PC,2009,11,2,NonCasual,322
RPG 3,BRA,Digital,Standard,PS3,2009,10,0,NonCasual,202
RPG 3,BRA,Digital,Standard,PS3,2009,10,1,NonCasual,202
RPG 3,BRA,Digital,Standard,PS3,2009,10,2,NonCasual,147
RPG 3,BRA,Digital,Standard,PS3,2009,10,3,NonCasual,98
RPG 3,BRA,Digital,Standard,PS3,2009,10,4,NonCasual,32
RPG 3,BRA,Digital,Standard,PC,2009,11,0,NonCasual,673
RPG 3,BRA,Digital,Standard,PC,2009,11,1,NonCasual,673
RPG 3,BRA,Digital,Standard,PC,2009,11,2,NonCasual,281
RPG 3,BRA,Retail,Collector,PS3,2009,10,0,NonCasual,728
RPG 3,BRA,Retail,Collector,PS3,2009,10,1,NonCasual,728
RPG 3,BRA,Retail,Collector,XBOX360,2009,10,0,NonCasual,338
RPG 3,BRA,Retail,Collector,XBOX360,2009,10,1,NonCasual,338
RPG 3,BRA,Retail,Standard,PS3,2009,10,0,NonCasual,6504
RPG 3,BRA,Retail,Standard,PS3,2009,10,1,NonCasual,6504
RPG 3,BRA,Retail,Standard,XBOX360,2009,10,0,NonCasual,3715
RPG 3,BRA,Retail,Standard,XBOX360,2009,10,1,NonCasual,3715
RPG 3,MEX,Digital,Deluxe,PC,2009,11,0,NonCasual,46
RPG 3,MEX,Digital,Deluxe,PC,2009,11,1,NonCasual,46
RPG 3,MEX,Digital,Deluxe,PC,2009,11,2,NonCasual,21
RPG 3,MEX,Digital,Gold,PS3,2009,10,0,NonCasual,24
RPG 3,MEX,Digital,Gold,PS3,2009,10,1,NonCasual,24
RPG 3,MEX,Digital,Gold,PS3,2009,10,2,NonCasual,15
RPG 3,MEX,Digital,Gold,PS3,2009,10,3,NonCasual,12
RPG 3,MEX,Digital,Gold,PS3,2009,10,4,NonCasual,9
RPG 3,MEX,Digital,Standard,PS3,2009,10,0,NonCasual,74
RPG 3,MEX,Digital,Standard,PS3,2009,10,1,NonCasual,74
RPG 3,MEX,Digital,Standard,PS3,2009,10,2,NonCasual,46
RPG 3,MEX,Digital,Standard,PS3,2009,10,3,NonCasual,24
RPG 3,MEX,Digital,Standard,PS3,2009,10,4,NonCasual,12
RPG 3,MEX,Digital,Standard,PC,2009,11,0,NonCasual,33
RPG 3,MEX,Digital,Standard,PC,2009,11,1,NonCasual,33
RPG 3,MEX,Digital,Standard,PC,2009,11,2,NonCasual,9
RPG 3,MEX,Retail,Collector,PS3,2009,10,0,NonCasual,2254
RPG 3,MEX,Retail,Collector,PS3,2009,10,1,NonCasual,2254
RPG 3,MEX,Retail,Collector,XBOX360,2009,10,0,NonCasual,4061
RPG 3,MEX,Retail,Collector,XBOX360,2009,10,1,NonCasual,4061
RPG 3,MEX,Retail,Standard,PS3,2009,10,0,NonCasual,4088
RPG 3,MEX,Retail,Standard,PS3,2009,10,1,NonCasual,4088
RPG 3,MEX,Retail,Standard,XBOX360,2009,10,0,NonCasual,9728
RPG 3,MEX,Retail,Standard,XBOX360,2009,10,1,NonCasual,9728
RPG 3,ROSA,Digital,Deluxe,PC,2009,11,0,NonCasual,211
RPG 3,ROSA,Digital,Deluxe,PC,2009,11,1,NonCasual,211
RPG 3,ROSA,Digital,Deluxe,PC,2009,11,2,NonCasual,98
RPG 3,ROSA,Digital,Standard,PC,2009,11,0,NonCasual,208
RPG 3,ROSA,Digital,Standard,PC,2009,11,1,NonCasual,208
RPG 3,ROSA,Digital,Standard,PC,2009,11,2,NonCasual,89
RPG 4,USA,Digital,Collector,PC,2010,11,0,NonCasual,28
RPG 4,USA,Digital,Collector,PC,2010,11,1,NonCasual,28
RPG 4,USA,Digital,Collector,PC,2010,11,2,NonCasual,18
RPG 4,USA,Digital,Collector,PC,2010,11,3,NonCasual,11
RPG 4,USA,Digital,Collector,PC,2010,11,4,NonCasual,6
RPG 4,USA,Digital,Collector,PC,2010,11,5,NonCasual,1
RPG 4,USA,Digital,Gold,PS4,2010,11,0,NonCasual,195
RPG 4,USA,Digital,Gold,PS4,2010,11,1,NonCasual,195
RPG 4,USA,Digital,Gold,PS4,2010,11,2,NonCasual,162
RPG 4,USA,Digital,Gold,PS4,2010,11,3,NonCasual,91
RPG 4,USA,Digital,Gold,PS3,2010,10,0,NonCasual,1202
RPG 4,USA,Digital,Gold,PS3,2010,10,1,NonCasual,1202
RPG 4,USA,Digital,Gold,PS3,2010,10,2,NonCasual,803
RPG 4,USA,Digital,Gold,PS3,2010,10,3,NonCasual,607
RPG 4,USA,Digital,Gold,PS3,2010,10,4,NonCasual,482
RPG 4,USA,Digital,Gold,PS3,2010,10,5,NonCasual,385
RPG 4,USA,Digital,Gold,PS3,2010,10,6,NonCasual,278
RPG 4,USA,Digital,Gold,PS3,2010,10,7,NonCasual,202
RPG 4,USA,Digital,Gold,PS3,2010,10,8,NonCasual,91
RPG 4,USA,Digital,Gold,PC,2010,11,0,NonCasual,8818
RPG 4,USA,Digital,Gold,PC,2010,11,1,NonCasual,8818
RPG 4,USA,Digital,Gold,PC,2010,11,2,NonCasual,5926
RPG 4,USA,Digital,Gold,PC,2010,11,3,NonCasual,4517
RPG 4,USA,Digital,Gold,PC,2010,11,4,NonCasual,3102
RPG 4,USA,Digital,Gold,PC,2010,11,5,NonCasual,2159
RPG 4,USA,Digital,Gold,PC,2010,11,6,NonCasual,1335
RPG 4,USA,Digital,Gold,PC,2010,11,7,NonCasual,388
RPG 4,USA,Digital,Standard,PS4,2010,11,0,NonCasual,422
RPG 4,USA,Digital,Standard,PS4,2010,11,1,NonCasual,422
RPG 4,USA,Digital,Standard,PS4,2010,11,2,NonCasual,360
RPG 4,USA,Digital,Standard,PS4,2010,11,3,NonCasual,194
RPG 4,USA,Digital,Standard,PS3,2010,10,0,NonCasual,1994
RPG 4,USA,Digital,Standard,PS3,2010,10,1,NonCasual,1994
RPG 4,USA,Digital,Standard,PS3,2010,10,2,NonCasual,1195
RPG 4,USA,Digital,Standard,PS3,2010,10,3,NonCasual,857
RPG 4,USA,Digital,Standard,PS3,2010,10,4,NonCasual,627
RPG 4,USA,Digital,Standard,PS3,2010,10,5,NonCasual,436
RPG 4,USA,Digital,Standard,PS3,2010,10,6,NonCasual,322
RPG 4,USA,Digital,Standard,PS3,2010,10,7,NonCasual,238
RPG 4,USA,Digital,Standard,PS3,2010,10,8,NonCasual,128
RPG 4,USA,Digital,Standard,PC,2010,11,0,NonCasual,4907
RPG 4,USA,Digital,Standard,PC,2010,11,1,NonCasual,4907
RPG 4,USA,Digital,Standard,PC,2010,11,2,NonCasual,2930
RPG 4,USA,Digital,Standard,PC,2010,11,3,NonCasual,2039
RPG 4,USA,Digital,Standard,PC,2010,11,4,NonCasual,1187
RPG 4,USA,Digital,Standard,PC,2010,11,5,NonCasual,791
RPG 4,USA,Digital,Standard,PC,2010,11,6,NonCasual,476
RPG 4,USA,Digital,Standard,PC,2010,11,7,NonCasual,128
RPG 4,USA,Retail,Collector,PS4,2010,11,0,NonCasual,7355
RPG 4,USA,Retail,Collector,PS4,2010,11,1,NonCasual,6546
RPG 4,USA,Retail,Collector,PS4,2010,11,2,NonCasual,7050
RPG 4,USA,Retail,Collector,PS4,2010,11,3,NonCasual,6954
RPG 4,USA,Retail,Collector,PS4,2010,11,4,NonCasual,6793
RPG 4,USA,Retail,Collector,PS4,2010,11,5,NonCasual,6494
RPG 4,USA,Retail,Collector,PS4,2010,11,6,NonCasual,6362
RPG 4,USA,Retail,Collector,PS4,2010,11,7,NonCasual,6236
RPG 4,USA,Retail,Collector,PS4,2010,11,8,NonCasual,6113
RPG 4,USA,Retail,Collector,PS4,2010,11,9,NonCasual,5959
RPG 4,USA,Retail,Collector,PS4,2010,11,10,NonCasual,5853
RPG 4,USA,Retail,Collector,PS4,2010,11,11,NonCasual,5822
RPG 4,USA,Retail,Collector,PS4,2010,11,12,NonCasual,5704
RPG 4,USA,Retail,Collector,PS4,2010,11,13,NonCasual,5529
RPG 4,USA,Retail,Collector,PS4,2010,11,14,NonCasual,5363
RPG 4,USA,Retail,Collector,PS4,2010,11,15,NonCasual,5262
RPG 4,USA,Retail,Collector,PS4,2010,11,16,NonCasual,4290
RPG 4,USA,Retail,Collector,PS4,2010,11,17,NonCasual,2846
RPG 4,USA,Retail,Collector,XBOX ONE,2010,11,0,NonCasual,5568
RPG 4,USA,Retail,Collector,XBOX ONE,2010,11,1,NonCasual,5156
RPG 4,USA,Retail,Collector,XBOX ONE,2010,11,2,NonCasual,5269
RPG 4,USA,Retail,Collector,XBOX ONE,2010,11,3,NonCasual,5270
RPG 4,USA,Retail,Collector,XBOX ONE,2010,11,4,NonCasual,5222
RPG 4,USA,Retail,Collector,XBOX ONE,2010,11,5,NonCasual,5232
RPG 4,USA,Retail,Collector,XBOX ONE,2010,11,6,NonCasual,5168
RPG 4,USA,Retail,Collector,XBOX ONE,2010,11,7,NonCasual,5134
RPG 4,USA,Retail,Collector,XBOX ONE,2010,11,8,NonCasual,5084
RPG 4,USA,Retail,Collector,XBOX ONE,2010,11,9,NonCasual,5049
