Installment,Region,Channel,Edition,Platform,ReleaseYear,ReleaseMonth,RelativeWeek,GameType,ReservesLevel
Kevin F,USA,Digital,Gold,PC,2014,10,39,NonCasual,2058
Kevin F,USA,Digital,Gold,PC,2014,10,40,NonCasual,2013
Kevin F,USA,Digital,Gold,PC,2014,10,41,NonCasual,1945
Kevin F,USA,Digital,Gold,PC,2014,10,42,NonCasual,1882
Kevin F,USA,Digital,Gold,PC,2014,10,43,NonCasual,1783
Kevin F,USA,Digital,Gold,PC,2014,10,44,NonCasual,1741
Kevin F,USA,Digital,Gold,PC,2014,10,45,NonCasual,1708
Kevin F,USA,Digital,Gold,PC,2014,10,46,NonCasual,1625
Kevin F,USA,Digital,Gold,PC,2014,10,47,NonCasual,1574
Kevin F,USA,Digital,Gold,PC,2014,10,48,NonCasual,1535
Kevin F,USA,Digital,Gold,PC,2014,10,49,NonCasual,1488
Kevin F,USA,Digital,Gold,PC,2014,10,50,NonCasual,1449
Kevin F,USA,Digital,Gold,PC,2014,10,51,NonCasual,1419
Kevin F,USA,Digital,Gold,PC,2014,10,52,NonCasual,1383
Kevin F,USA,Digital,Gold,PC,2014,10,53,NonCasual,1350
Kevin F,USA,Digital,Gold,PC,2014,10,54,NonCasual,1311
Kevin F,USA,Digital,Gold,PC,2014,10,55,NonCasual,1266
Kevin F,USA,Digital,Gold,PC,2014,10,56,NonCasual,1229
Kevin F,USA,Digital,Gold,PC,2014,10,57,NonCasual,1174
Kevin F,USA,Digital,Gold,PC,2014,10,58,NonCasual,1124
Kevin F,USA,Digital,Gold,PC,2014,10,59,NonCasual,1046
Kevin F,USA,Digital,Gold,PC,2014,10,60,NonCasual,1229
Kevin F,USA,Digital,Gold,PC,2014,10,61,NonCasual,1147
Kevin F,USA,Digital,Gold,PC,2014,10,62,NonCasual,1054
Kevin F,USA,Digital,Gold,PC,2014,10,63,NonCasual,1008
Kevin F,USA,Digital,Gold,PC,2014,10,64,NonCasual,941
Kevin F,USA,Digital,Gold,PC,2014,10,65,NonCasual,867
Kevin F,USA,Digital,Gold,PC,2014,10,66,NonCasual,812
Kevin F,USA,Digital,Gold,PC,2014,10,67,NonCasual,765
Kevin F,USA,Digital,Gold,PC,2014,10,68,NonCasual,712
Kevin F,USA,Digital,Gold,PC,2014,10,69,NonCasual,618
Kevin F,USA,Digital,Gold,PC,2014,10,70,NonCasual,446
Kevin F,USA,Digital,Gold,PC,2014,10,71,NonCasual,0
Kevin F,USA,Digital,Gold,PC,2014,10,72,NonCasual,0
Kevin F,USA,Digital,Standard,PS4,2014,10,0,NonCasual,44400
Kevin F,USA,Digital,Standard,PS4,2014,10,1,NonCasual,30523
Kevin F,USA,Digital,Standard,PS4,2014,10,2,NonCasual,21711
Kevin F,USA,Digital,Standard,PS4,2014,10,3,NonCasual,18201
Kevin F,USA,Digital,Standard,PS4,2014,10,4,NonCasual,16024
Kevin F,USA,Digital,Standard,PS4,2014,10,5,NonCasual,14076
Kevin F,USA,Digital,Standard,PS4,2014,10,6,NonCasual,12945
Kevin F,USA,Digital,Standard,PS4,2014,10,7,NonCasual,11870
Kevin F,USA,Digital,Standard,PS4,2014,10,8,NonCasual,11442
Kevin F,USA,Digital,Standard,PS4,2014,10,9,NonCasual,11107
Kevin F,USA,Digital,Standard,PS4,2014,10,10,NonCasual,10625
Kevin F,USA,Digital,Standard,PS4,2014,10,11,NonCasual,10145
Kevin F,USA,Digital,Standard,PS4,2014,10,12,NonCasual,9758
Kevin F,USA,Digital,Standard,PS4,2014,10,13,NonCasual,9427
Kevin F,USA,Digital,Standard,PS4,2014,10,14,NonCasual,9054
Kevin F,USA,Digital,Standard,PS4,2014,10,15,NonCasual,8714
Kevin F,USA,Digital,Standard,PS4,2014,10,16,NonCasual,8198
Kevin F,USA,Digital,Standard,PS4,2014,10,17,NonCasual,7773
Kevin F,USA,Digital,Standard,PS4,2014,10,18,NonCasual,7197
Kevin F,USA,Digital,Standard,PS4,2014,10,19,NonCasual,6329
Kevin F,USA,Digital,Standard,PS4,2014,10,20,NonCasual,6059
Kevin F,USA,Digital,Standard,PS4,2014,10,21,NonCasual,5745
Kevin F,USA,Digital,Standard,PS4,2014,10,22,NonCasual,4542
Kevin F,USA,Digital,Standard,PS4,2014,10,23,NonCasual,4989
Kevin F,USA,Digital,Standard,PS4,2014,10,24,NonCasual,4785
Kevin F,USA,Digital,Standard,PS4,2014,10,25,NonCasual,4599
Kevin F,USA,Digital,Standard,PS4,2014,10,26,NonCasual,4367
Kevin F,USA,Digital,Standard,PS4,2014,10,27,NonCasual,4138
Kevin F,USA,Digital,Standard,PS4,2014,10,28,NonCasual,3900
Kevin F,USA,Digital,Standard,PS4,2014,10,29,NonCasual,3610
Kevin F,USA,Digital,Standard,PS4,2014,10,30,NonCasual,3188
Kevin F,USA,Digital,Standard,PS4,2014,10,31,NonCasual,2649
Kevin F,USA,Digital,Standard,PS4,2014,10,32,NonCasual,867
Kevin F,USA,Digital,Standard,PS4,2014,10,33,NonCasual,16568
Kevin F,USA,Digital,Standard,PS4,2014,10,34,NonCasual,16088
Kevin F,USA,Digital,Standard,PS4,2014,10,35,NonCasual,15485
Kevin F,USA,Digital,Standard,PS4,2014,10,36,NonCasual,15051
Kevin F,USA,Digital,Standard,PS4,2014,10,37,NonCasual,14553
Kevin F,USA,Digital,Standard,PS4,2014,10,38,NonCasual,13867
Kevin F,USA,Digital,Standard,PS4,2014,10,39,NonCasual,13562
Kevin F,USA,Digital,Standard,PS4,2014,10,40,NonCasual,13039
Kevin F,USA,Digital,Standard,PS4,2014,10,41,NonCasual,12480
Kevin F,USA,Digital,Standard,PS4,2014,10,42,NonCasual,11917
Kevin F,USA,Digital,Standard,PS4,2014,10,43,NonCasual,11216
Kevin F,USA,Digital,Standard,PS4,2014,10,44,NonCasual,10849
Kevin F,USA,Digital,Standard,PS4,2014,10,45,NonCasual,10483
Kevin F,USA,Digital,Standard,PS4,2014,10,46,NonCasual,10005
Kevin F,USA,Digital,Standard,PS4,2014,10,47,NonCasual,9627
Kevin F,USA,Digital,Standard,PS4,2014,10,48,NonCasual,9247
Kevin F,USA,Digital,Standard,PS4,2014,10,49,NonCasual,8776
Kevin F,USA,Digital,Standard,PS4,2014,10,50,NonCasual,8400
Kevin F,USA,Digital,Standard,PS4,2014,10,51,NonCasual,7978
Kevin F,USA,Digital,Standard,PS4,2014,10,52,NonCasual,7398
Kevin F,USA,Digital,Standard,PS4,2014,10,53,NonCasual,5147
Kevin F,USA,Digital,Standard,PS4,2014,10,54,NonCasual,30066
Kevin F,USA,Digital,Standard,PS4,2014,10,55,NonCasual,29723
Kevin F,USA,Digital,Standard,PS4,2014,10,56,NonCasual,29460
Kevin F,USA,Digital,Standard,PS4,2014,10,57,NonCasual,29031
Kevin F,USA,Digital,Standard,PS4,2014,10,58,NonCasual,28354
Kevin F,USA,Digital,Standard,PS4,2014,10,59,NonCasual,27499
Kevin F,USA,Digital,Standard,PS4,2014,10,60,NonCasual,27070
Kevin F,USA,Digital,Standard,PS4,2014,10,61,NonCasual,26200
Kevin F,USA,Digital,Standard,PS4,2014,10,62,NonCasual,25067
Kevin F,USA,Digital,Standard,PS4,2014,10,63,NonCasual,24207
Kevin F,USA,Digital,Standard,PS4,2014,10,64,NonCasual,23119
Kevin F,USA,Digital,Standard,PS4,2014,10,65,NonCasual,21619
Kevin F,USA,Digital,Standard,PS4,2014,10,66,NonCasual,20457
Kevin F,USA,Digital,Standard,PS4,2014,10,67,NonCasual,19155
Kevin F,USA,Digital,Standard,PS4,2014,10,68,NonCasual,17200
Kevin F,USA,Digital,Standard,PS4,2014,10,69,NonCasual,14793
Kevin F,USA,Digital,Standard,PS4,2014,10,70,NonCasual,10720
Kevin F,USA,Digital,Standard,PS4,2014,10,71,NonCasual,1
Kevin F,USA,Digital,Standard,PS4,2014,10,72,NonCasual,0
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,0,NonCasual,36192
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,1,NonCasual,28020
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,2,NonCasual,22968
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,3,NonCasual,21687
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,4,NonCasual,20856
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,5,NonCasual,20225
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,6,NonCasual,19399
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,7,NonCasual,19005
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,8,NonCasual,18821
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,9,NonCasual,18599
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,10,NonCasual,18412
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,11,NonCasual,18220
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,12,NonCasual,18059
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,13,NonCasual,17850
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,14,NonCasual,17674
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,15,NonCasual,17600
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,16,NonCasual,17388
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,17,NonCasual,17157
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,18,NonCasual,16697
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,19,NonCasual,16364
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,20,NonCasual,16264
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,21,NonCasual,16145
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,22,NonCasual,16008
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,23,NonCasual,15873
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,24,NonCasual,15748
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,25,NonCasual,15617
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,26,NonCasual,15591
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,27,NonCasual,15491
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,28,NonCasual,15367
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,29,NonCasual,15198
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,30,NonCasual,18242
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,31,NonCasual,18057
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,32,NonCasual,17843
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,33,NonCasual,17405
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,34,NonCasual,17130
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,35,NonCasual,16766
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,36,NonCasual,16503
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,37,NonCasual,16251
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,38,NonCasual,15920
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,39,NonCasual,15623
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,40,NonCasual,15321
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,41,NonCasual,14919
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,42,NonCasual,14629
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,43,NonCasual,14232
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,44,NonCasual,14036
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,45,NonCasual,13879
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,46,NonCasual,13676
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,47,NonCasual,13423
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,48,NonCasual,13269
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,49,NonCasual,13134
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,50,NonCasual,13000
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,51,NonCasual,12834
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,52,NonCasual,12702
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,53,NonCasual,12533
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,54,NonCasual,12383
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,55,NonCasual,12254
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,56,NonCasual,12115
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,57,NonCasual,11968
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,58,NonCasual,11758
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,59,NonCasual,11514
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,60,NonCasual,11562
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,61,NonCasual,11204
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,62,NonCasual,10877
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,63,NonCasual,10627
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,64,NonCasual,10306
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,65,NonCasual,9691
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,66,NonCasual,9282
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,67,NonCasual,8755
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,68,NonCasual,7882
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,69,NonCasual,6614
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,70,NonCasual,3898
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,71,NonCasual,0
Kevin F,USA,Digital,Standard,XBOX ONE,2014,10,72,NonCasual,0
Kevin F,USA,Digital,Standard,PC,2014,10,0,NonCasual,36216
Kevin F,USA,Digital,Standard,PC,2014,10,1,NonCasual,20857
Kevin F,USA,Digital,Standard,PC,2014,10,2,NonCasual,15128
Kevin F,USA,Digital,Standard,PC,2014,10,3,NonCasual,13366
Kevin F,USA,Digital,Standard,PC,2014,10,4,NonCasual,12260
Kevin F,USA,Digital,Standard,PC,2014,10,5,NonCasual,11473
Kevin F,USA,Digital,Standard,PC,2014,10,6,NonCasual,10370
Kevin F,USA,Digital,Standard,PC,2014,10,7,NonCasual,9666
Kevin F,USA,Digital,Standard,PC,2014,10,8,NonCasual,9507
Kevin F,USA,Digital,Standard,PC,2014,10,9,NonCasual,9400
Kevin F,USA,Digital,Standard,PC,2014,10,10,NonCasual,9280
Kevin F,USA,Digital,Standard,PC,2014,10,11,NonCasual,9172
Kevin F,USA,Digital,Standard,PC,2014,10,12,NonCasual,9089
Kevin F,USA,Digital,Standard,PC,2014,10,13,NonCasual,9001
Kevin F,USA,Digital,Standard,PC,2014,10,14,NonCasual,8916
Kevin F,USA,Digital,Standard,PC,2014,10,15,NonCasual,8822
Kevin F,USA,Digital,Standard,PC,2014,10,16,NonCasual,8732
Kevin F,USA,Digital,Standard,PC,2014,10,17,NonCasual,8598
Kevin F,USA,Digital,Standard,PC,2014,10,18,NonCasual,8462
Kevin F,USA,Digital,Standard,PC,2014,10,19,NonCasual,8245
Kevin F,USA,Digital,Standard,PC,2014,10,20,NonCasual,8182
Kevin F,USA,Digital,Standard,PC,2014,10,21,NonCasual,8110
Kevin F,USA,Digital,Standard,PC,2014,10,22,NonCasual,8050
Kevin F,USA,Digital,Standard,PC,2014,10,23,NonCasual,7986
Kevin F,USA,Digital,Standard,PC,2014,10,24,NonCasual,7956
Kevin F,USA,Digital,Standard,PC,2014,10,25,NonCasual,7932
Kevin F,USA,Digital,Standard,PC,2014,10,26,NonCasual,7902
Kevin F,USA,Digital,Standard,PC,2014,10,27,NonCasual,7895
Kevin F,USA,Digital,Standard,PC,2014,10,28,NonCasual,7876
Kevin F,USA,Digital,Standard,PC,2014,10,29,NonCasual,7856
Kevin F,USA,Digital,Standard,PC,2014,10,30,NonCasual,7819
Kevin F,USA,Digital,Standard,PC,2014,10,31,NonCasual,7797
Kevin F,USA,Digital,Standard,PC,2014,10,32,NonCasual,7662
Kevin F,USA,Digital,Standard,PC,2014,10,33,NonCasual,7611
Kevin F,USA,Digital,Standard,PC,2014,10,34,NonCasual,7466
Kevin F,USA,Digital,Standard,PC,2014,10,35,NonCasual,7338
Kevin F,USA,Digital,Standard,PC,2014,10,36,NonCasual,7234
Kevin F,USA,Digital,Standard,PC,2014,10,37,NonCasual,7135
Kevin F,USA,Digital,Standard,PC,2014,10,38,NonCasual,6965
Kevin F,USA,Digital,Standard,PC,2014,10,39,NonCasual,6819
Kevin F,USA,Digital,Standard,PC,2014,10,40,NonCasual,6672
Kevin F,USA,Digital,Standard,PC,2014,10,41,NonCasual,6477
Kevin F,USA,Digital,Standard,PC,2014,10,42,NonCasual,6257
Kevin F,USA,Digital,Standard,PC,2014,10,43,NonCasual,5858
Kevin F,USA,Digital,Standard,PC,2014,10,44,NonCasual,5664
Kevin F,USA,Digital,Standard,PC,2014,10,45,NonCasual,5543
Kevin F,USA,Digital,Standard,PC,2014,10,46,NonCasual,5317
Kevin F,USA,Digital,Standard,PC,2014,10,47,NonCasual,5163
Kevin F,USA,Digital,Standard,PC,2014,10,48,NonCasual,5047
Kevin F,USA,Digital,Standard,PC,2014,10,49,NonCasual,4975
Kevin F,USA,Digital,Standard,PC,2014,10,50,NonCasual,4879
Kevin F,USA,Digital,Standard,PC,2014,10,51,NonCasual,4794
Kevin F,USA,Digital,Standard,PC,2014,10,52,NonCasual,4720
Kevin F,USA,Digital,Standard,PC,2014,10,53,NonCasual,4626
Kevin F,USA,Digital,Standard,PC,2014,10,54,NonCasual,4514
Kevin F,USA,Digital,Standard,PC,2014,10,55,NonCasual,4385
Kevin F,USA,Digital,Standard,PC,2014,10,56,NonCasual,4268
Kevin F,USA,Digital,Standard,PC,2014,10,57,NonCasual,4111
Kevin F,USA,Digital,Standard,PC,2014,10,58,NonCasual,3942
Kevin F,USA,Digital,Standard,PC,2014,10,59,NonCasual,3764
Kevin F,USA,Digital,Standard,PC,2014,10,60,NonCasual,3927
Kevin F,USA,Digital,Standard,PC,2014,10,61,NonCasual,3661
Kevin F,USA,Digital,Standard,PC,2014,10,62,NonCasual,3387
Kevin F,USA,Digital,Standard,PC,2014,10,63,NonCasual,3231
Kevin F,USA,Digital,Standard,PC,2014,10,64,NonCasual,3042
Kevin F,USA,Digital,Standard,PC,2014,10,65,NonCasual,2753
Kevin F,USA,Digital,Standard,PC,2014,10,66,NonCasual,2604
Kevin F,USA,Digital,Standard,PC,2014,10,67,NonCasual,2504
Kevin F,USA,Digital,Standard,PC,2014,10,68,NonCasual,2331
Kevin F,USA,Digital,Standard,PC,2014,10,69,NonCasual,2057
Kevin F,USA,Digital,Standard,PC,2014,10,70,NonCasual,1363
Kevin F,USA,Digital,Standard,PC,2014,10,71,NonCasual,1
Kevin F,USA,Digital,Standard,PC,2014,10,72,NonCasual,1
Kevin F,USA,Retail,Collector,PS4,2014,10,0,NonCasual,2460
Kevin F,USA,Retail,Collector,PS4,2014,10,1,NonCasual,2443
Kevin F,USA,Retail,Collector,PS4,2014,10,2,NonCasual,2819
Kevin F,USA,Retail,Collector,PS4,2014,10,3,NonCasual,2943
Kevin F,USA,Retail,Collector,PS4,2014,10,4,NonCasual,2996
Kevin F,USA,Retail,Collector,PS4,2014,10,5,NonCasual,3062
Kevin F,USA,Retail,Collector,PS4,2014,10,6,NonCasual,3055
Kevin F,USA,Retail,Collector,PS4,2014,10,7,NonCasual,3040
Kevin F,USA,Retail,Collector,PS4,2014,10,8,NonCasual,3031
Kevin F,USA,Retail,Collector,PS4,2014,10,9,NonCasual,3062
Kevin F,USA,Retail,Collector,PS4,2014,10,10,NonCasual,3066
Kevin F,USA,Retail,Collector,PS4,2014,10,11,NonCasual,3101
Kevin F,USA,Retail,Collector,PS4,2014,10,12,NonCasual,3092
Kevin F,USA,Retail,Collector,PS4,2014,10,13,NonCasual,3137
Kevin F,USA,Retail,Collector,PS4,2014,10,14,NonCasual,3128
Kevin F,USA,Retail,Collector,PS4,2014,10,15,NonCasual,3002
Kevin F,USA,Retail,Collector,PS4,2014,10,16,NonCasual,2982
Kevin F,USA,Retail,Collector,PS4,2014,10,17,NonCasual,3104
Kevin F,USA,Retail,Collector,PS4,2014,10,18,NonCasual,3134
Kevin F,USA,Retail,Collector,PS4,2014,10,19,NonCasual,3127
Kevin F,USA,Retail,Collector,PS4,2014,10,20,NonCasual,3124
Kevin F,USA,Retail,Collector,PS4,2014,10,21,NonCasual,3073
Kevin F,USA,Retail,Collector,PS4,2014,10,22,NonCasual,3048
Kevin F,USA,Retail,Collector,PS4,2014,10,23,NonCasual,2990
Kevin F,USA,Retail,Collector,PS4,2014,10,24,NonCasual,3023
Kevin F,USA,Retail,Collector,PS4,2014,10,25,NonCasual,2988
Kevin F,USA,Retail,Collector,PS4,2014,10,26,NonCasual,2996
Kevin F,USA,Retail,Collector,PS4,2014,10,27,NonCasual,3007
Kevin F,USA,Retail,Collector,PS4,2014,10,28,NonCasual,2990
Kevin F,USA,Retail,Collector,PS4,2014,10,29,NonCasual,2974
Kevin F,USA,Retail,Collector,PS4,2014,10,30,NonCasual,2955
Kevin F,USA,Retail,Collector,PS4,2014,10,31,NonCasual,2970
Kevin F,USA,Retail,Collector,PS4,2014,10,32,NonCasual,2943
Kevin F,USA,Retail,Collector,PS4,2014,10,33,NonCasual,2935
Kevin F,USA,Retail,Collector,PS4,2014,10,34,NonCasual,2925
Kevin F,USA,Retail,Collector,PS4,2014,10,35,NonCasual,2961
Kevin F,USA,Retail,Collector,PS4,2014,10,36,NonCasual,2974
Kevin F,USA,Retail,Collector,PS4,2014,10,37,NonCasual,3055
Kevin F,USA,Retail,Collector,PS4,2014,10,38,NonCasual,3048
Kevin F,USA,Retail,Collector,PS4,2014,10,39,NonCasual,3035
Kevin F,USA,Retail,Collector,PS4,2014,10,40,NonCasual,3066
Kevin F,USA,Retail,Collector,PS4,2014,10,41,NonCasual,3089
Kevin F,USA,Retail,Collector,PS4,2014,10,42,NonCasual,3080
Kevin F,USA,Retail,Collector,PS4,2014,10,43,NonCasual,3050
Kevin F,USA,Retail,Collector,PS4,2014,10,44,NonCasual,3050
Kevin F,USA,Retail,Collector,PS4,2014,10,45,NonCasual,3029
Kevin F,USA,Retail,Collector,PS4,2014,10,46,NonCasual,2994
Kevin F,USA,Retail,Collector,PS4,2014,10,47,NonCasual,2994
Kevin F,USA,Retail,Collector,PS4,2014,10,48,NonCasual,2983
Kevin F,USA,Retail,Collector,PS4,2014,10,49,NonCasual,2985
Kevin F,USA,Retail,Collector,PS4,2014,10,50,NonCasual,2999
Kevin F,USA,Retail,Collector,PS4,2014,10,51,NonCasual,3000
Kevin F,USA,Retail,Collector,PS4,2014,10,52,NonCasual,2990
Kevin F,USA,Retail,Collector,PS4,2014,10,53,NonCasual,2976
Kevin F,USA,Retail,Collector,PS4,2014,10,54,NonCasual,2971
Kevin F,USA,Retail,Collector,PS4,2014,10,55,NonCasual,2949
Kevin F,USA,Retail,Collector,PS4,2014,10,56,NonCasual,2933
Kevin F,USA,Retail,Collector,PS4,2014,10,57,NonCasual,2924
Kevin F,USA,Retail,Collector,PS4,2014,10,58,NonCasual,2915
Kevin F,USA,Retail,Collector,PS4,2014,10,59,NonCasual,2940
Kevin F,USA,Retail,Collector,PS4,2014,10,60,NonCasual,2907
Kevin F,USA,Retail,Collector,PS4,2014,10,61,NonCasual,2872
Kevin F,USA,Retail,Collector,PS4,2014,10,62,NonCasual,2847
Kevin F,USA,Retail,Collector,PS4,2014,10,63,NonCasual,2775
Kevin F,USA,Retail,Collector,PS4,2014,10,64,NonCasual,2600
Kevin F,USA,Retail,Collector,PS4,2014,10,65,NonCasual,2149
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,0,NonCasual,1511
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,1,NonCasual,1452
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,2,NonCasual,1621
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,3,NonCasual,1667
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,4,NonCasual,1678
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,5,NonCasual,1663
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,6,NonCasual,1646
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,7,NonCasual,1616
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,8,NonCasual,1604
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,9,NonCasual,1613
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,10,NonCasual,1614
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,11,NonCasual,1621
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,12,NonCasual,1632
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,13,NonCasual,1637
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,14,NonCasual,1646
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,15,NonCasual,1604
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,16,NonCasual,1606
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,17,NonCasual,1640
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,18,NonCasual,1649
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,19,NonCasual,1645
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,20,NonCasual,1646
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,21,NonCasual,1625
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,22,NonCasual,1612
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,23,NonCasual,1564
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,24,NonCasual,1565
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,25,NonCasual,1553
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,26,NonCasual,1564
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,27,NonCasual,1566
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,28,NonCasual,1565
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,29,NonCasual,1559
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,30,NonCasual,1562
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,31,NonCasual,1558
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,32,NonCasual,1602
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,33,NonCasual,1610
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,34,NonCasual,1629
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,35,NonCasual,1660
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,36,NonCasual,1673
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,37,NonCasual,1683
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,38,NonCasual,1678
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,39,NonCasual,1657
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,40,NonCasual,1676
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,41,NonCasual,1680
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,42,NonCasual,1670
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,43,NonCasual,1637
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,44,NonCasual,1637
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,45,NonCasual,1619
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,46,NonCasual,1598
Kevin F,USA,Retail,Collector,XBOX ONE,2014,10,47,NonCasual,1584
