Working,Edition,Sub-Edition,Week Age,Reserve Type,Grand Total,Distribution Channel,Territory,Sub Territory,Week Ending Date,Original Name,Title,Reserve Level,Original Retailer Name,Relative Week,Retailer,Comments,Released?,Title with Platform,Brand,Installment,Platform Type,Platform,Release Date,IPC Segment
Yes,Special,Gold,-23,Pre-Purchase,Grand Total,Digital,LATAM,BRA,10/7/17,RPG 123 GOLD PC,RPG 123 GOLD PC,388,STEAM,3,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-23,Pre-Purchase,Grand Total,Digital,LATAM,BRA,10/7/17,RPG 123 GOLD PC,RPG 123 GOLD PC,67,UBISOFT,3,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Purchase,Grand Total,Digital,LATAM,BRA,10/7/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,26,STEAM,3,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Purchase,Grand Total,Digital,LATAM,BRA,10/7/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,6,UBISOFT,3,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-23,Pre-Purchase,Grand Total,Digital,LATAM,BRA,10/7/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,295,SONY,3,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Purchase,Grand Total,Digital,LATAM,BRA,10/7/17,RPG 123 PS4,RPG 123 PS4,503,SONY,3,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Order,Grand Total,Digital,LATAM,BRA,10/7/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,502,MICROSOFT,3,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Order,Grand Total,Digital,LATAM,BRA,10/7/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,150,MICROSOFT,3,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Purchase,Grand Total,Digital,LATAM,BRA,10/7/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,142,SONY,3,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-23,Pre-Order,Grand Total,Digital,CAN,CAN,10/7/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,1624,MICROSOFT,3,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-23,Pre-Purchase,Grand Total,Digital,CAN,CAN,10/7/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,66,UBISOFT,3,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Purchase,Grand Total,Digital,CAN,CAN,10/7/17,RPG 123 PC,RPG 123 PC,305,STEAM,3,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Purchase,Grand Total,Digital,CAN,CAN,10/7/17,RPG 123 PC,RPG 123 PC,54,UBISOFT,3,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-23,Pre-Purchase,Grand Total,Digital,CAN,CAN,10/7/17,RPG 123 GOLD PC,RPG 123 GOLD PC,403,STEAM,3,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-23,Pre-Purchase,Grand Total,Digital,CAN,CAN,10/7/17,RPG 123 GOLD PC,RPG 123 GOLD PC,123,UBISOFT,3,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Purchase,Grand Total,Digital,CAN,CAN,10/7/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,260,STEAM,3,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Purchase,Grand Total,Digital,CAN,CAN,10/7/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,81,UBISOFT,3,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-23,Pre-Purchase,Grand Total,Digital,CAN,CAN,10/7/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,1398,SONY,3,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-23,Pre-Purchase,Grand Total,Digital,CAN,CAN,10/7/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,69,UBISOFT,3,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Purchase,Grand Total,Digital,CAN,CAN,10/7/17,RPG 123 PS4,RPG 123 PS4,15,UBISOFT,3,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Order,Grand Total,Digital,CAN,CAN,10/7/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,779,MICROSOFT,3,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Purchase,Grand Total,Digital,CAN,CAN,10/7/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,24,UBISOFT,3,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Order,Grand Total,Digital,CAN,CAN,10/7/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,663,MICROSOFT,3,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Purchase,Grand Total,Digital,CAN,CAN,10/7/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,40,UBISOFT,3,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Purchase,Grand Total,Digital,CAN,CAN,10/7/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,475,SONY,3,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Purchase,Grand Total,Digital,CAN,CAN,10/7/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,44,UBISOFT,3,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-23,Pre-Purchase,Grand Total,Digital,CAN,CAN,10/7/17,RPG 123 GODS EDITION XBOX ONE,RPG 123 COLLECTOR EDITION XBOX ONE,7,UBISOFT,3,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Collector,-23,Pre-Purchase,Grand Total,Digital,CAN,CAN,10/7/17,RPG 123 DAWN OF THE CRD PS4,RPG 123 COLLECTOR EDITION PS4,454,UBISOFT,3,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-23,Pre-Purchase,Grand Total,Digital,CAN,CAN,10/7/17,RPG 123 D.O.C LEGENDARY PS4,RPG 123 COLLECTOR EDITION PS4,15,UBISOFT,3,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-23,Pre-Purchase,Grand Total,Digital,CAN,CAN,10/7/17,RPG 123 GODS EDITION PS4,RPG 123 COLLECTOR EDITION PS4,21,UBISOFT,3,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-23,Pre-Purchase,Grand Total,Digital,CAN,CAN,10/7/17,RPG 123 D.O.C LEGENDARY XBOX ONE,RPG 123 COLLECTOR EDITION XBOX ONE,4,UBISOFT,3,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Collector,-23,Pre-Purchase,Grand Total,Digital,CAN,CAN,10/7/17,RPG 123 DAWN OF THE CRD XBOXONE,RPG 123 COLLECTOR EDITION XBOX ONE,173,UBISOFT,3,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-23,Pre-Order,Grand Total,Digital,LATAM,ROSA,10/7/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,211,MICROSOFT,3,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,10/7/17,RPG 123 PC,RPG 123 PC,107,STEAM,3,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,10/7/17,RPG 123 PC,RPG 123 PC,24,UBISOFT,3,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-23,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,10/7/17,RPG 123 GOLD PC,RPG 123 GOLD PC,173,STEAM,3,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-23,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,10/7/17,RPG 123 GOLD PC,RPG 123 GOLD PC,33,UBISOFT,3,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,10/7/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,50,STEAM,3,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,10/7/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,19,UBISOFT,3,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-23,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,10/7/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,166,SONY,3,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,10/7/17,RPG 123 PS4,RPG 123 PS4,215,SONY,3,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Order,Grand Total,Digital,LATAM,ROSA,10/7/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,91,MICROSOFT,3,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Order,Grand Total,Digital,LATAM,ROSA,10/7/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,66,MICROSOFT,3,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,10/7/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,77,SONY,3,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-23,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,10/7/17,RPG 123 DAWN OF THE CRD PS4,RPG 123 COLLECTOR EDITION PS4,8,UBISOFT,3,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-23,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,10/7/17,RPG 123 DAWN OF THE CRD XBOXONE,RPG 123 COLLECTOR EDITION XBOX ONE,1,UBISOFT,3,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-23,Pre-Order,Grand Total,Digital,USA,USA,10/7/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,21248,MICROSOFT,3,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-23,Pre-Purchase,Grand Total,Digital,USA,USA,10/7/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,380,UBISOFT,3,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Purchase,Grand Total,Digital,USA,USA,10/7/17,RPG 123 PC,RPG 123 PC,1532,STEAM,3,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Purchase,Grand Total,Digital,USA,USA,10/7/17,RPG 123 PC,RPG 123 PC,267,UBISOFT,3,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-23,Pre-Purchase,Grand Total,Digital,USA,USA,10/7/17,RPG 123 GOLD PC,RPG 123 GOLD PC,1803,STEAM,3,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-23,Pre-Purchase,Grand Total,Digital,USA,USA,10/7/17,RPG 123 GOLD PC,RPG 123 GOLD PC,592,UBISOFT,3,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Purchase,Grand Total,Digital,USA,USA,10/7/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,1167,STEAM,3,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Purchase,Grand Total,Digital,USA,USA,10/7/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,347,UBISOFT,3,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-23,Pre-Purchase,Grand Total,Digital,USA,USA,10/7/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,4536,SONY,3,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-23,Pre-Purchase,Grand Total,Digital,USA,USA,10/7/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,310,UBISOFT,3,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Purchase,Grand Total,Digital,USA,USA,10/7/17,RPG 123 PS4,RPG 123 PS4,5441,SONY,3,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Purchase,Grand Total,Digital,USA,USA,10/7/17,RPG 123 PS4,RPG 123 PS4,74,UBISOFT,3,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Order,Grand Total,Digital,USA,USA,10/7/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,9672,MICROSOFT,3,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Purchase,Grand Total,Digital,USA,USA,10/7/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,92,UBISOFT,3,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Order,Grand Total,Digital,USA,USA,10/7/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,6496,MICROSOFT,3,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Purchase,Grand Total,Digital,USA,USA,10/7/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,255,UBISOFT,3,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Purchase,Grand Total,Digital,USA,USA,10/7/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,2385,SONY,3,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Purchase,Grand Total,Digital,USA,USA,10/7/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,262,UBISOFT,3,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-23,Pre-Purchase,Grand Total,Digital,USA,USA,10/7/17,RPG 123 GODS EDITION XBOX ONE,RPG 123 COLLECTOR EDITION XBOX ONE,46,UBISOFT,3,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Collector,-23,Pre-Purchase,Grand Total,Digital,USA,USA,10/7/17,RPG 123 DAWN OF THE CRD PS4,RPG 123 COLLECTOR EDITION PS4,3665,UBISOFT,3,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-23,Pre-Purchase,Grand Total,Digital,USA,USA,10/7/17,RPG 123 D.O.C LEGENDARY PS4,RPG 123 COLLECTOR EDITION PS4,78,UBISOFT,3,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-23,Pre-Purchase,Grand Total,Digital,USA,USA,10/7/17,RPG 123 GODS EDITION PS4,RPG 123 COLLECTOR EDITION PS4,95,UBISOFT,3,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-23,Pre-Purchase,Grand Total,Digital,USA,USA,10/7/17,RPG 123 D.O.C LEGENDARY XBOX ONE,RPG 123 COLLECTOR EDITION XBOX ONE,26,UBISOFT,3,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Collector,-23,Pre-Purchase,Grand Total,Digital,USA,USA,10/7/17,RPG 123 DAWN OF THE CRD XBOXONE,RPG 123 COLLECTOR EDITION XBOX ONE,1349,UBISOFT,3,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-23,Pre-Order,Grand Total,Digital,LATAM,MEX,10/7/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,550,MICROSOFT,3,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Purchase,Grand Total,Digital,LATAM,MEX,10/7/17,RPG 123 PC,RPG 123 PC,24,STEAM,3,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Purchase,Grand Total,Digital,LATAM,MEX,10/7/17,RPG 123 PC,RPG 123 PC,4,UBISOFT,3,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-23,Pre-Purchase,Grand Total,Digital,LATAM,MEX,10/7/17,RPG 123 GOLD PC,RPG 123 GOLD PC,45,STEAM,3,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-23,Pre-Purchase,Grand Total,Digital,LATAM,MEX,10/7/17,RPG 123 GOLD PC,RPG 123 GOLD PC,8,UBISOFT,3,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Purchase,Grand Total,Digital,LATAM,MEX,10/7/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,6,STEAM,3,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Purchase,Grand Total,Digital,LATAM,MEX,10/7/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,3,UBISOFT,3,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-23,Pre-Purchase,Grand Total,Digital,LATAM,MEX,10/7/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,68,SONY,3,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Purchase,Grand Total,Digital,LATAM,MEX,10/7/17,RPG 123 PS4,RPG 123 PS4,73,SONY,3,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-23,Pre-Order,Grand Total,Digital,LATAM,MEX,10/7/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,131,MICROSOFT,3,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Order,Grand Total,Digital,LATAM,MEX,10/7/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,131,MICROSOFT,3,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Purchase,Grand Total,Digital,LATAM,MEX,10/7/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,39,SONY,3,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-23,Pre-Purchase,Grand Total,Digital,LATAM,MEX,10/7/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,1,UBISOFT,3,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-23,Pre-Purchase,Grand Total,Digital,LATAM,MEX,10/7/17,RPG 123 DAWN OF THE CRD PS4,RPG 123 COLLECTOR EDITION PS4,9,UBISOFT,3,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-23,Pre-Purchase,Grand Total,Digital,LATAM,MEX,10/7/17,RPG 123 DAWN OF THE CRD XBOXONE,RPG 123 COLLECTOR EDITION XBOX ONE,4,UBISOFT,3,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-22,Pre-Order,Grand Total,Retail,USA,USA,10/14/17,RPG 123 SD 10/27150076,RPG 123 XBOX ONE,39173,GameStop,2,Gamestop,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-22,Pre-Order,Grand Total,Retail,USA,USA,10/14/17,RPG 123 SD 10/27150077,RPG 123 PS4,56957,GameStop,2,Gamestop,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-22,Pre-Order,Grand Total,Retail,USA,USA,10/14/17,RPG 123 Dlx SD 10/27150078,RPG 123 DELUXE XBOX ONE,22326,GameStop,2,Gamestop,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-22,Pre-Order,Grand Total,Retail,USA,USA,10/14/17,RPG 123 Dlx SD 10/27150079,RPG 123 DELUXE PS4,30187,GameStop,2,Gamestop,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-22,Pre-Order,Grand Total,Retail,USA,USA,10/14/17,RPG 123 PS4,RPG 123 PS4,2543,Best Buy,2,Best Buy,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-22,Pre-Order,Grand Total,Retail,USA,USA,10/14/17,RPG 123 XB1,RPG 123 XBOX ONE,2321,Best Buy,2,Best Buy,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-22,Pre-Order,Grand Total,Retail,USA,USA,10/14/17,RPG 123 STEELBOOK GOLD EDITION PS4,RPG 123 GOLD PS4,2030,Best Buy,2,Best Buy,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-22,Pre-Order,Grand Total,Retail,USA,USA,10/14/17,RPG 123 STEELBOOK GOLD EDITION XB1,RPG 123 GOLD XBOX ONE,1901,Best Buy,2,Best Buy,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-22,Pre-Order,Grand Total,Retail,USA,USA,10/14/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,829,Best Buy,2,Best Buy,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-22,Pre-Order,Grand Total,Retail,USA,USA,10/14/17,RPG 123 DELUXE EDITION XB1,RPG 123 DELUXE XBOX ONE,751,Best Buy,2,Best Buy,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Collector,-22,Pre-Order,Grand Total,Retail,USA,USA,10/14/17,RPG 123 GODS Collector’s Edition – PlayStation 4,RPG 123 COLLECTOR EDITION PS4,2307,Amazon,2,Amazon,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-22,Pre-Order,Grand Total,Retail,USA,USA,10/14/17,RPG 123 GODS Collector’s Edition - Xbox One,RPG 123 COLLECTOR EDITION XBOX ONE,1329,Amazon,2,Amazon,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-22,Pre-Order,Grand Total,Retail,USA,USA,10/14/17,RPG 123 - PlayStation 4 Standard Edition,RPG 123 PS4,10018,Amazon,2,Amazon,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
