Working,Edition,Sub-Edition,Week Age,Reserve Type,Grand Total,Distribution Channel,Territory,Sub Territory,Week Ending Date,Original Name,Title,Reserve Level,Original Retailer Name,Relative Week,Retailer,Comments,Released?,Title with Platform,Brand,Installment,Platform Type,Platform,Release Date,IPC Segment
Yes,Standard,Standard,-36,Pre-Order,Grand Total,Retail,USA,USA,7/8/17,RPG 123 PS4,RPG 123 PS4,406,Best Buy,16,Best Buy,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Order,Grand Total,Retail,USA,USA,7/8/17,RPG 123 Xbox One,RPG 123 XBOX ONE,300,Best Buy,16,Best Buy,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Order,Grand Total,Retail,USA,USA,7/8/17,RPG 123 DELUXE EDITION Xbox One,RPG 123 DELUXE XBOX ONE,168,Best Buy,16,Best Buy,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Order,Grand Total,Retail,USA,USA,7/8/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,167,Best Buy,16,Best Buy,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-36,Pre-Order,Grand Total,Retail,USA,USA,7/8/17,RPG 123 GODS Collector’s Edition – PlayStation 4,RPG 123 COLLECTOR EDITION PS4,3089,Amazon,16,Amazon,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-36,Pre-Order,Grand Total,Retail,USA,USA,7/8/17,RPG 123 GODS Collector’s Edition - Xbox One,RPG 123 COLLECTOR EDITION XBOX ONE,1731,Amazon,16,Amazon,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Order,Grand Total,Retail,USA,USA,7/8/17,RPG 123 - PlayStation 4,RPG 123 PS4,2309,Amazon,16,Amazon,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Order,Grand Total,Retail,USA,USA,7/8/17,RPG 123 - Xbox One,RPG 123 XBOX ONE,1442,Amazon,16,Amazon,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Order,Grand Total,Retail,USA,USA,7/8/17,RPG 123 Deluxe Edition - PlayStation 4,RPG 123 DELUXE PS4,1816,Amazon,16,Amazon,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Order,Grand Total,Retail,USA,USA,7/8/17,RPG 123 Deluxe Edition - Xbox One,RPG 123 DELUXE XBOX ONE,1185,Amazon,16,Amazon,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-36,Pre-Order,Grand Total,Retail,USA,USA,7/8/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,2745,Amazon,16,Amazon,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-36,Pre-Order,Grand Total,Retail,USA,USA,7/8/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,1741,Amazon,16,Amazon,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-36,Pre-Order,Grand Total,Retail,USA,USA,7/8/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,195,Target,16,Target,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-36,Pre-Order,Grand Total,Retail,USA,USA,7/8/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,150,Target,16,Target,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Order,Grand Total,Retail,USA,USA,7/8/17,RPG 123 DELUXE XB1,RPG 123 DELUXE XBOX ONE,8,Target,16,Target,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Order,Grand Total,Retail,USA,USA,7/8/17,RPG 123 DELUXE PS4,RPG 123 DELUXE PS4,6,Target,16,Target,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Order,Grand Total,Retail,USA,USA,7/8/17,RPG 123 XB1,RPG 123 XBOX ONE,6,Target,16,Target,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Order,Grand Total,Retail,USA,USA,7/8/17,RPG 123 PS4,RPG 123 PS4,2,Target,16,Target,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-36,Pre-Order,Grand Total,Retail,CAN,CAN,7/8/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,17,Videotron,16,Videotron,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-36,Pre-Order,Grand Total,Retail,CAN,CAN,7/8/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,28,Videotron,16,Videotron,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Order,Grand Total,Retail,CAN,CAN,7/8/17,RPG 123 Deluxe Edition - Xbox One,RPG 123 DELUXE XBOX ONE,18,Videotron,16,Videotron,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Order,Grand Total,Retail,CAN,CAN,7/8/17,RPG 123 Deluxe Edition - PlayStation 4,RPG 123 DELUXE PS4,15,Videotron,16,Videotron,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Order,Grand Total,Retail,CAN,CAN,7/8/17,RPG 123 - Xbox One,RPG 123 XBOX ONE,45,Videotron,16,Videotron,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Order,Grand Total,Retail,CAN,CAN,7/8/17,RPG 123 - PlayStation 4,RPG 123 PS4,75,Videotron,16,Videotron,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Order,Grand Total,Retail,CAN,CAN,7/8/17,RPG 123 - PlayStation 4,RPG 123 PS4,1373,EB,16,EB Games,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Order,Grand Total,Retail,CAN,CAN,7/8/17,RPG 123 - Xbox One,RPG 123 XBOX ONE,703,EB,16,EB Games,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-36,Pre-Order,Grand Total,Retail,CAN,CAN,7/8/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,1324,EB,16,EB Games,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-36,Pre-Order,Grand Total,Retail,CAN,CAN,7/8/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,751,EB,16,EB Games,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Order,Grand Total,Retail,CAN,CAN,7/8/17,RPG 123 Deluxe Edition - PlayStation 4,RPG 123 DELUXE PS4,675,EB,16,EB Games,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Order,Grand Total,Retail,CAN,CAN,7/8/17,RPG 123 Deluxe Edition - Xbox One,RPG 123 DELUXE XBOX ONE,356,EB,16,EB Games,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Order,Grand Total,Retail,CAN,CAN,7/8/17,RPG 123 - PlayStation 4,RPG 123 PS4,226,BBY,16,Best Buy Canada,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Order,Grand Total,Retail,CAN,CAN,7/8/17,RPG 123 - Xbox One,RPG 123 XBOX ONE,131,BBY,16,Best Buy Canada,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-36,Pre-Order,Grand Total,Retail,CAN,CAN,7/8/17,RPG 123 SteelBook Gold Edition - PlayStation 4,RPG 123 GOLD PS4,91,BBY,16,Best Buy Canada,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-36,Pre-Order,Grand Total,Retail,CAN,CAN,7/8/17,RPG 123 SteelBook Gold Edition - Xbox One,RPG 123 GOLD XBOX ONE,67,BBY,16,Best Buy Canada,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Order,Grand Total,Retail,CAN,CAN,7/8/17,RPG 123 Deluxe Edition - PlayStation 4,RPG 123 DELUXE PS4,150,BBY,16,Best Buy Canada,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Order,Grand Total,Retail,CAN,CAN,7/8/17,RPG 123 Deluxe Edition - Xbox One,RPG 123 DELUXE XBOX ONE,77,BBY,16,Best Buy Canada,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-36,Pre-Order,Grand Total,Digital,LATAM,BRA,7/8/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,178,MICROSOFT,16,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Purchase,Grand Total,Digital,LATAM,BRA,7/8/17,RPG 123 PC,RPG 123 PC,29,STEAM,16,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Purchase,Grand Total,Digital,LATAM,BRA,7/8/17,RPG 123 PC,RPG 123 PC,6,UBISOFT,16,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-36,Pre-Purchase,Grand Total,Digital,LATAM,BRA,7/8/17,RPG 123 GOLD PC,RPG 123 GOLD PC,101,STEAM,16,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-36,Pre-Purchase,Grand Total,Digital,LATAM,BRA,7/8/17,RPG 123 GOLD PC,RPG 123 GOLD PC,29,UBISOFT,16,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Purchase,Grand Total,Digital,LATAM,BRA,7/8/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,9,STEAM,16,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Purchase,Grand Total,Digital,LATAM,BRA,7/8/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,1,UBISOFT,16,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-36,Pre-Purchase,Grand Total,Digital,LATAM,BRA,7/8/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,51,SONY,16,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Purchase,Grand Total,Digital,LATAM,BRA,7/8/17,RPG 123 PS4,RPG 123 PS4,112,SONY,16,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Order,Grand Total,Digital,LATAM,BRA,7/8/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,111,MICROSOFT,16,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Order,Grand Total,Digital,LATAM,BRA,7/8/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,41,MICROSOFT,16,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Purchase,Grand Total,Digital,LATAM,BRA,7/8/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,20,SONY,16,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-36,Pre-Order,Grand Total,Digital,CAN,CAN,7/8/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,534,MICROSOFT,16,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-36,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/8/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,21,UBISOFT,16,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/8/17,RPG 123 PC,RPG 123 PC,67,STEAM,16,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/8/17,RPG 123 PC,RPG 123 PC,14,UBISOFT,16,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-36,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/8/17,RPG 123 GOLD PC,RPG 123 GOLD PC,123,STEAM,16,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-36,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/8/17,RPG 123 GOLD PC,RPG 123 GOLD PC,44,UBISOFT,16,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/8/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,47,STEAM,16,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/8/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,19,UBISOFT,16,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-36,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/8/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,316,SONY,16,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-36,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/8/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,18,UBISOFT,16,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/8/17,RPG 123 PS4,RPG 123 PS4,3,UBISOFT,16,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Order,Grand Total,Digital,CAN,CAN,7/8/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,197,MICROSOFT,16,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/8/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,8,UBISOFT,16,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Order,Grand Total,Digital,CAN,CAN,7/8/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,179,MICROSOFT,16,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/8/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,13,UBISOFT,16,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/8/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,61,SONY,16,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/8/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,10,UBISOFT,16,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-36,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/8/17,RPG 123 GODS EDITION XBOX ONE,RPG 123 COLLECTOR EDITION XBOX ONE,7,UBISOFT,16,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Collector,-36,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/8/17,RPG 123 DAWN OF THE CRD PS4,RPG 123 COLLECTOR EDITION PS4,308,UBISOFT,16,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-36,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/8/17,RPG 123 D.O.C LEGENDARY PS4,RPG 123 COLLECTOR EDITION PS4,15,UBISOFT,16,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-36,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/8/17,RPG 123 GODS EDITION PS4,RPG 123 COLLECTOR EDITION PS4,20,UBISOFT,16,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-36,Pre-Purchase,Grand Total,Digital,CAN,CAN,7/8/17,RPG 123 D.O.C LEGENDARY XBOX ONE,RPG 123 COLLECTOR EDITION XBOX ONE,4,UBISOFT,16,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-36,Pre-Order,Grand Total,Digital,LATAM,ROSA,7/8/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,83,MICROSOFT,16,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,7/8/17,RPG 123 PC,RPG 123 PC,25,STEAM,16,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,7/8/17,RPG 123 PC,RPG 123 PC,7,UBISOFT,16,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-36,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,7/8/17,RPG 123 GOLD PC,RPG 123 GOLD PC,57,STEAM,16,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-36,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,7/8/17,RPG 123 GOLD PC,RPG 123 GOLD PC,12,UBISOFT,16,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,7/8/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,10,STEAM,16,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,7/8/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,3,UBISOFT,16,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-36,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,7/8/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,51,SONY,16,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,7/8/17,RPG 123 PS4,RPG 123 PS4,54,SONY,16,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Order,Grand Total,Digital,LATAM,ROSA,7/8/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,26,MICROSOFT,16,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Order,Grand Total,Digital,LATAM,ROSA,7/8/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,20,MICROSOFT,16,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,7/8/17,RPG 123 DELUXE EDITION PS4,RPG 123 DELUXE PS4,8,SONY,16,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Collector,-36,Pre-Purchase,Grand Total,Digital,LATAM,ROSA,7/8/17,RPG 123 DAWN OF THE CRD PS4,RPG 123 COLLECTOR EDITION PS4,2,UBISOFT,16,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-36,Pre-Order,Grand Total,Digital,USA,USA,7/8/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,7081,MICROSOFT,16,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Gold,-36,Pre-Purchase,Grand Total,Digital,USA,USA,7/8/17,RPG 123 GOLD XBOX ONE,RPG 123 GOLD XBOX ONE,110,UBISOFT,16,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Purchase,Grand Total,Digital,USA,USA,7/8/17,RPG 123 PC,RPG 123 PC,296,STEAM,16,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Purchase,Grand Total,Digital,USA,USA,7/8/17,RPG 123 PC,RPG 123 PC,73,UBISOFT,16,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-36,Pre-Purchase,Grand Total,Digital,USA,USA,7/8/17,RPG 123 GOLD PC,RPG 123 GOLD PC,453,STEAM,16,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-36,Pre-Purchase,Grand Total,Digital,USA,USA,7/8/17,RPG 123 GOLD PC,RPG 123 GOLD PC,182,UBISOFT,16,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Purchase,Grand Total,Digital,USA,USA,7/8/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,235,STEAM,16,STEAM,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Purchase,Grand Total,Digital,USA,USA,7/8/17,RPG 123 DELUXE EDITION PC,RPG 123 DELUXE PC,81,UBISOFT,16,UBISOFT,,Yes,RPG 123 PC,RPG,RPG 123,PC,PC,10/27/17,Game
Yes,Special,Gold,-36,Pre-Purchase,Grand Total,Digital,USA,USA,7/8/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,1147,SONY,16,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Special,Gold,-36,Pre-Purchase,Grand Total,Digital,USA,USA,7/8/17,RPG 123 GOLD PS4,RPG 123 GOLD PS4,118,UBISOFT,16,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Purchase,Grand Total,Digital,USA,USA,7/8/17,RPG 123 PS4,RPG 123 PS4,1256,SONY,16,SONY,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Purchase,Grand Total,Digital,USA,USA,7/8/17,RPG 123 PS4,RPG 123 PS4,29,UBISOFT,16,UBISOFT,,Yes,RPG 123 PS4,RPG,RPG 123,New Gen,PS4,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Order,Grand Total,Digital,USA,USA,7/8/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,2472,MICROSOFT,16,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Standard,Standard,-36,Pre-Purchase,Grand Total,Digital,USA,USA,7/8/17,RPG 123 XBOX ONE,RPG 123 XBOX ONE,32,UBISOFT,16,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Order,Grand Total,Digital,USA,USA,7/8/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,1937,MICROSOFT,16,MICROSOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
Yes,Special,Deluxe,-36,Pre-Purchase,Grand Total,Digital,USA,USA,7/8/17,RPG 123 DELUXE EDITION XBOX ONE,RPG 123 DELUXE XBOX ONE,98,UBISOFT,16,UBISOFT,,Yes,RPG 123 XBOX ONE,RPG,RPG 123,New Gen,XBOX ONE,10/27/17,Game
